,MP_ID,formula,PREC,ALGO,ISPIN,IMIX,NELM,IBRION,EDIFF,NSW,ISIF,ENCUT,MAGMOM,ISMEAR,SIGMA,LDAU,LDAUU,total_E_ref,E_atom,total_E,cell_param,angle,Magm_ref,Mag_O_ref,Magm,Mag_O,tot_mag_ref,tot_mag,DHf_ref,DHf,Err_DHf,Ehull_ref,Eg_ref,Eg,Volume_ref,Volume,Err_V_percent,Theoretical,VBM,E_fermi,CBM,bgtype,bgpath
74,mp-975216,RbReO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-36.07767458,-7.215534916,-36.007043,"(3.984062, 3.984062, 3.984062)","(90.0, 90.0, 90.0)","[0.0, -0.0, 0.0, 0.0, 0.0]",NM,"[0.0, -0.0, -0.0, 0.0, -0.0]",NM,0.0002484,0.0,-1.9831233832500004,-2.0015508710000005,0.018427487750000138,0.1466208092352952,0.0,NaN,63.238020189559734,63.10965928824141,0.20298058182965617,True,NaN,NaN,NaN,NaN,NaN
75,mp-1016835,CaRuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-34.37016152,-6.874032304000001,-34.463219,"(3.929544, 3.929544, 3.929544)","(90.0, 90.0, 90.0)","[0.012, 1.32, 0.039, 0.108, 0.301]",FM,"[0.012, 1.282, 0.036, 0.105, 0.298]",FM,1.9167293,1.8805,-2.0718626537500007,-2.1247250434000007,0.05286238965000001,0.15184324949999795,0.0,NaN,60.67733082827061,60.16693948302806,0.8411565543103173,True,NaN,NaN,NaN,NaN,NaN
76,mp-975255,RbPdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-22.81385223,-4.562770446,-22.914421,"(4.128309, 4.128309, 4.128309)","(90.0, 90.0, 90.0)","[0.02, 0.591, 0.167, 0.337, 0.801]",FM,"[0.022, 0.661, 0.171, 0.321, 0.767]",FM,2.185399,2.2334,-0.7839669622499997,-0.8172402233999996,0.033273261149999844,0.15277174399999982,0.0,NaN,70.35850277043419,69.16684751547484,1.6936904681548977,True,NaN,NaN,NaN,NaN,NaN
77,mp-1016873,CaHfO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-43.07877855,-8.61575571,-42.99766,"(4.105097, 4.105097, 4.105097)","(90.0, 90.0, 90.0)","[-0.0, 0.0, -0.0, -0.0, 0.0]",NM,"[-0.0, -0.0, 0.0, 0.0, 0.0]",NM,3.7e-05,0.0,-3.6770269277500005,-3.6924060284000007,0.015379100650000144,0.1543113860000016,3.6765,3.6756999999999995,69.17836138914774,68.98689265397739,0.2767754704296635,True,2.4807,2.84744086,6.1564,Indirect,R-gamma
78,mp-1187621,TlWO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 6.2, 0]",-31.88619085,-6.37723817,-30.901805,"(4.077202, 4.077202, 4.077202)","(90.0, 90.0, 90.0)","[-0.021, 1.178, -0.036, -0.06, -0.156]",FM,"[-0.022, 1.184, -0.042, -0.075, -0.177]",FM,0.9999015,1.0,-1.6360830107499993,-1.6400991040000001,0.004016093250000852,0.15493013733333427,0.0,NaN,67.77767792105595,67.77767792105595,0.0,True,NaN,NaN,NaN,NaN,NaN
79,mp-975138,RbWO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 6.2, 0]",-32.48827654,-6.497655308000001,-31.598021,"(4.058288, 4.058288, 4.058288)","(90.0, 90.0, 90.0)","[-0.003, 1.111, -0.134, -0.04, -0.033]",FM,"[-0.003, 1.118, -0.155, -0.053, -0.041]",FM,0.9996837,1.0,-2.0327239182500003,-2.038337100999999,0.005613182749998558,0.1558609073333317,0.0,NaN,66.83879192428014,67.07296510263137,-0.3503551928594337,True,NaN,NaN,NaN,NaN,NaN
80,mp-975236,RbPtO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-24.27913767,-4.855827534,-24.303896,"(4.105072, 4.105072, 4.105072)","(90.0, 90.0, 90.0)","[0.018, 0.646, 0.099, 0.204, 0.574]",FM,"[0.019, 0.702, 0.119, 0.209, 0.569]",FM,1.7526949,1.8331,-0.8981398962500002,-0.9193067434,0.021166847149999723,0.15740757000000105,0.0,NaN,69.17709751024132,68.02619114264678,1.6637101136314054,True,NaN,NaN,NaN,NaN,NaN
81,mp-972985,KPdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-23.22141595,-4.64428319,-23.336794,"(4.070076, 4.070076, 4.070076)","(90.0, 90.0, 90.0)","[0.006, 0.56, 0.111, 0.294, 0.761]",FM,"[0.006, 0.669, 0.143, 0.307, 0.754]",FM,1.9686711,2.1615,-0.83950673135,-0.8790866639999997,0.039579932649999705,0.1581163013333322,0.0,NaN,67.42291986772541,66.3029354902509,1.661133008881499,True,NaN,NaN,NaN,NaN,NaN
82,mp-1187202,SrPtO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-29.04786171,-5.809572342,-29.024696,"(4.06243, 4.06243, 4.06243)","(90.0, 90.0, 90.0)","[-0.0, 0.001, 0.0, 0.0, 0.0]",NM,"[0.0, 0.0, 0.0, -0.0, 0.0]",NM,0.0006944,0.0,-1.710095268083333,-1.7213377633999998,0.011242495316666767,0.15975899574999985,0.0,NaN,67.0436533800309,65.93935605386685,1.6471317872617242,True,NaN,NaN,NaN,NaN,NaN
83,mp-1186757,SrZnO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-25.09042885,-5.01808577,-24.857385,"(3.980065, 3.980065, 3.980065)","(90.0, 90.0, 90.0)","[-0.002, 0.013, 0.072, 0.11, 0.119]",NM,"[-0.0, 0.001, 0.007, 0.01, 0.009]",NM,0.3169806,0.0381,-1.8808981170833328,-1.885562498,0.004664380916667321,0.16231580399999945,0.0,NaN,63.04788092844678,62.394884244135405,1.0357155144555348,True,NaN,NaN,NaN,NaN,NaN
84,mp-1183395,BaWO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 6.2, 0]",-35.54077315,-7.10815463,-34.696811,"(4.164356, 4.164356, 4.164356)","(90.0, 90.0, 90.0)","[0.002, 1.869, -0.024, -0.004, -0.006]",FM,"[0.001, 1.807, -0.028, -0.015, -0.021]",FM,1.9992105,2.0,-2.45553588875,-2.461696819999999,0.006160931249998836,0.1641601968333326,0.0,NaN,72.21768246815921,72.55689561349688,-0.4697092647458266,True,NaN,NaN,NaN,NaN,NaN
85,mp-1099873,CaCuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-27.37238056,-5.474476112,-27.019988,"(3.803636, 3.803636, 3.803636)","(90.0, 90.0, 90.0)","[0.0, -0.001, -0.006, -0.006, -0.003]",NM,"[0.001, 0.003, -0.022, -0.019, -0.01]",NM,0.0108786,-0.0553,-1.7073429497500001,-1.7321087588000004,0.024765809050000254,0.1645825311250011,0.0,NaN,55.02966228172412,55.02966228172412,0.0,True,NaN,NaN,NaN,NaN,NaN
86,mp-1183405,BaZnO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-25.18250714,-5.036501427999999,-24.995001,"(4.11496, 4.11496, 4.11496)","(90.0, 90.0, 90.0)","[-0.01, 0.087, 0.335, 0.505, 0.547]",FM,"[0.01, -0.083, -0.337, -0.493, -0.527]",NM,1.6937669,-1.6531,-1.8534158597499997,-1.8588163969999996,0.005400537249999893,0.16865455200000046,0.0,NaN,69.67818890775195,69.16887913401554,0.730945768999088,True,NaN,NaN,NaN,NaN,NaN
87,mp-975208,RbRuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-30.22993095,-6.04598619,-30.353962,"(3.978586, 3.978586, 3.978586)","(90.0, 90.0, 90.0)","[0.0, 0.021, 0.001, 0.003, 0.007]",NM,"[0.0, -0.0, -0.0, -0.0, -0.0]",NM,0.0416099,-0.0,-1.447602272249999,-1.5030499839999991,0.05544771175000007,0.1799572872499997,0.0,NaN,62.97762089316109,62.09018098235983,1.409135337625345,True,NaN,NaN,NaN,NaN,NaN
88,mp-975292,RbMoO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 4.38, 0]",-31.17153326,-6.234306652,-31.326307,"(4.052919, 4.052919, 4.052919)","(90.0, 90.0, 90.0)","[-0.006, 1.232, -0.163, -0.045, -0.035]",FM,"[-0.006, 1.25, -0.163, -0.048, -0.038]",FM,1.0014425,1.0,-2.0278735282499993,-2.065184063,0.03731053475000046,0.19183317524999577,0.0,NaN,66.57386524218768,65.53973255732694,1.5533613394666013,True,NaN,NaN,NaN,NaN,NaN
89,mp-542112,CaZrO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",1,0.2,,,-40.72755101,-8.145510202,-41.028167,"(4.160071, 4.160071, 4.160071)","(90.0, 90.0, 90.0)","[-0.0, -0.0, -0.0, 0.0, 0.0]",NM,"[-0.0, 0.0, 0.0, 0.0, 0.0]",NM,0.0006702,-0.0,-3.48867824775,-3.579505059400001,0.09082681165000128,0.19190157250000084,3.2269,3.3017,71.99498215571205,70.8728937721368,1.5585647082297664,False,3.7799,4.18638044,7.0816,Indirect,R-gamma
90,mp-973960,KScO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-31.92691067,-6.385382134,-31.792918,"(4.210657, 4.210657, 4.210657)","(90.0, 90.0, 90.0)","[-0.003, -0.093, 0.516, 0.649, 0.548]",FM,"[-0.003, -0.091, 0.527, 0.647, 0.544]",FM,1.995826,2.0,-2.3494092423499993,-2.3644096145999995,0.015000372250000282,0.19567250083333398,0.0,NaN,74.65340065311048,74.65340065311048,0.0,True,NaN,NaN,NaN,NaN,NaN
91,mp-1183292,BaCdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-23.85034364,-4.770068728,-23.639023,"(4.302665, 4.302665, 4.302665)","(90.0, 90.0, 90.0)","[-0.005, 0.008, 0.079, 0.143, 0.167]",NM,"[-0.007, 0.026, 0.147, 0.208, 0.204]",FM,0.4612154,0.6732,-1.6576347247499996,-1.6597696760000005,0.0021349512500008494,0.19725303800000038,0.0,NaN,79.65491918762994,79.32984241293673,0.4081063392048466,True,NaN,NaN,NaN,NaN,NaN
92,mp-1016846,TiCdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-34.00450986,-6.800901972,-33.732522,"(3.886978, 3.886978, 3.886978)","(90.0, 90.0, 90.0)","[0.0, 0.0, -0.0, -0.0, -0.0]",NM,"[-0.0, -0.0, 0.0, 0.0, 0.0]",NM,4.4e-05,0.0,-2.4932515667499997,-2.4985389756000003,0.005287408850000563,0.19823604299999964,0.0,NaN,58.726787929889916,58.726787929889916,0.0,True,NaN,NaN,NaN,NaN,NaN
93,mp-1186764,SrWO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 6.2, 0]",-35.27393853,-7.054787706000001,-34.388644,"(4.101269, 4.101269, 4.101269)","(90.0, 90.0, 90.0)","[0.004, 1.837, -0.017, 0.005, 0.008]",FM,"[0.003, 1.776, -0.02, -0.005, -0.006]",FM,1.9998355,2.0,-2.4480668800833336,-2.454332721,0.0062658409166664875,0.199436746444416,0.0,NaN,68.98501547948386,69.26678920266556,-0.40845641799631116,True,NaN,NaN,NaN,NaN,NaN
94,mp-1183287,BaAuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-25.25046351,-5.050092702,-25.338108,"(4.211679, 4.211679, 4.211679)","(90.0, 90.0, 90.0)","[0.0, -0.0, -0.0, -0.0, -0.0]",NM,"[0.0, 0.0, 0.0, 0.0, 0.0]",NM,0.0014335,0.0,-1.4641229467499997,-1.5050595789999996,0.040936632249999994,0.20524483500000112,0.0,NaN,74.70777290092101,74.12429422739261,0.7810146800952366,True,NaN,NaN,NaN,NaN,NaN
95,mvc-15448,YNiO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5, 0.6, 0.6, 0.6]",-5,0.2,True,"[0, 6.2, 0]",-33.80984785,-6.76196957,-33.439945,"(3.756882, 3.756882, 3.756882)","(90.0, 90.0, 90.0)","[0.006, 1.285, -0.027, -0.103, -0.129]",FM,"[0.006, 1.253, -0.022, -0.094, -0.113]",FM,0.9982679,1.0,-2.198190997416666,-2.200916500400001,0.0027255029833348488,0.2099519154999978,0.0,NaN,53.025242522589764,53.025242522589764,0.0,True,NaN,NaN,NaN,NaN,NaN
96,mp-984356,CsIrO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-27.75391985,-5.5507839699999995,-27.687156,"(4.093677, 4.093677, 4.093677)","(90.0, 90.0, 90.0)","[-0.0, -0.018, -0.002, -0.002, -0.012]",NM,"[0.02, 0.683, 0.07, 0.114, 0.329]",FM,0.0315249,1.3278,-1.0566181303362066,-1.0622546066000005,0.0056364762637939325,0.21023699583333233,0.0,NaN,68.60262261525105,68.38163912130234,0.3221210582400989,True,NaN,NaN,NaN,NaN,NaN
97,mp-1185420,LiRuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-31.25595005,-6.25119001,-31.554429,"(3.834755, 3.834755, 3.834755)","(90.0, 90.0, 90.0)","[-0.0, 0.014, 0.001, 0.002, 0.004]",NM,"[0.0, -0.0, 0.0, -0.0, 0.0]",NM,0.0313687,0.0002,-1.467128336083333,-1.5475726479999992,0.08044431191666623,0.2147965309750024,0.0,NaN,56.39139875519791,55.6171070854287,1.3730669691853346,True,NaN,NaN,NaN,NaN,NaN
98,mp-1076633,KVO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 3.25, 0]",-32.24694439,-6.449388878000001,-32.068676,"(3.8531, 3.8531, 3.8531)","(90.0, 90.0, 90.0)","[-0.0, 0.0, -0.0, -0.0, -0.0]",NM,"[0.0, -0.0, 0.0, 0.0, 0.0]",NM,3.98e-05,0.0,-2.199838573350001,-2.2140683046000005,0.014229731249999489,0.21690222900000045,0.22270000000000012,0.22889999999999988,57.204585275290995,57.204585275290995,0.0,True,2.0605,2.17507834,2.2894,Indirect,R-gamma
99,mp-1076782,BaCoO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 1.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 3.32, 0]",-29.32247388,-5.864494776,-29.249431,"(3.981593, 3.981593, 3.981593)","(90.0, 90.0, 90.0)","[0.027, 2.61, 0.476, 0.202, 0.16]",FM,"[0.025, 2.73, 0.448, 0.197, 0.164]",FM,3.821857,3.7298,-1.8864377697500003,-1.9029897500000001,0.01655198024999982,0.22176297600000083,0.0,NaN,63.120523575171546,62.9185759025742,0.31993979320663485,True,NaN,NaN,NaN,NaN,NaN
100,mvc-11697,YCuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-34.43613767,-6.887227534,-34.105805,"(3.782154, 3.782154, 3.782154)","(90.0, 90.0, 90.0)","[-0.0, 0.0, 0.0, 0.0, 0.0]",NM,"[0.0, -0.0, -0.0, -0.0, -0.0]",NM,0.0007474,-0.0,-2.2267719874166665,-2.2491138983999988,0.02234191098333227,0.22206072063636206,0.0,NaN,54.10253626517338,54.10253626517338,0.0,True,NaN,NaN,NaN,NaN,NaN
101,mvc-11732,YCoO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5, 0.6, 0.6, 0.6]",-5,0.2,True,"[0, 3.32, 0]",-36.59177477,-7.318354954,-36.520919,"(3.785831, 3.785831, 3.785831)","(90.0, 90.0, 90.0)","[-0.0, -0.0, 0.0, 0.0, 0.0]",NM,"[-0.0, 0.0, -0.0, -0.0, -0.0]",NM,0.00033,0.0,-2.430877182416667,-2.45335103,0.02247384758333304,0.23033052950000688,0.8719000000000001,0.6728999999999994,54.26048474581901,51.475228789683264,5.133120297732611,True,5.5128,5.73479801,6.1857,Indirect,X-gamma
102,mp-1183540,CaZnO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-25.0526297,-5.01052594,-24.800351,"(3.876625, 3.876625, 3.876625)","(90.0, 90.0, 90.0)","[0.008, -0.028, -0.148, -0.254, -0.266]",FM,"[0.0, -0.0, -0.001, -0.001, -0.001]",NM,0.7666592,-0.0044,-1.8113419907500004,-1.8161083374,0.004766346649999642,0.23468275975000097,0.0,NaN,58.258778748431645,58.89752587401804,-1.0963963531480427,True,NaN,NaN,NaN,NaN,NaN
103,mp-1183913,CsPdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-22.30838071,-4.461676142,-22.403634,"(4.199705, 4.199705, 4.199705)","(90.0, 90.0, 90.0)","[0.099, 0.519, 0.224, 0.312, 0.732]",FM,"[0.105, 0.594, 0.262, 0.311, 0.707]",FM,2.1250169,2.2553,-0.6998989983362073,-0.7318630519999999,0.031964053663792624,0.23584165699999993,0.0,NaN,74.07238969648931,73.03812356533092,1.3962910274614901,True,NaN,NaN,NaN,NaN,NaN
104,mp-1016842,TiHgO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-31.58286974,-6.316573948,-31.328128,"(3.921312, 3.921312, 3.921312)","(90.0, 90.0, 90.0)","[-0.001, -0.0, 0.0, 0.003, 0.003]",NM,"[-0.001, -0.0, 0.001, 0.006, 0.007]",NM,0.0065701,0.0098,-2.12943829475,-2.1296273655999998,0.00018907084999986168,0.23603125000000347,0.0,NaN,60.29679039566384,60.15237528120199,0.23950713381957323,True,NaN,NaN,NaN,NaN,NaN
105,mp-1183534,CaScO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-36.47132383,-7.294264766,-36.290383,"(4.084749, 4.084749, 4.084749)","(90.0, 90.0, 90.0)","[-0.011, -0.041, 0.234, 0.344, 0.314]",FM,"[-0.012, -0.041, 0.206, 0.355, 0.328]",FM,1.0012219,1.0,-3.08047911675,-3.0863544333999995,0.005875316649999629,0.23811505337500094,0.0,NaN,68.15474941663646,68.44586839471975,-0.42714408104364365,True,NaN,NaN,NaN,NaN,NaN
106,mp-1183914,CsOsO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-31.52036266,-6.304072532,-31.533101,"(4.055253, 4.055253, 4.055253)","(90.0, 90.0, 90.0)","[0.0, 0.013, 0.001, 0.001, 0.003]",NM,"[0.0, 0.0, 0.0, 0.0, 0.0]",NM,0.0315216,0.0002,-1.3321258863362062,-1.3565700276000001,0.024444141263793906,0.241024331909089,0.0,NaN,66.6889474096607,66.6889474096607,0.0,True,NaN,NaN,NaN,NaN,NaN
107,mp-1016900,CaOsO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-35.89855459,-7.1797109180000005,-35.83633,"(3.952163, 3.952163, 3.952163)","(90.0, 90.0, 90.0)","[-0.006, -0.711, -0.021, -0.049, -0.192]",FM,"[0.007, 0.794, 0.022, 0.056, 0.213]",FM,1.0544156,1.1796,-1.9869521997500001,-2.0002592584,0.013307058649999703,0.24487290119999905,0.0,NaN,61.7311750736624,61.7311750736624,0.0,True,NaN,NaN,NaN,NaN,NaN
108,mp-975173,RbYO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-31.56671768,-6.313343536,-31.640146,"(4.543095, 4.543095, 4.543095)","(90.0, 90.0, 90.0)","[0.003, 0.066, -0.524, -0.595, -0.55]",FM,"[-0.002, -0.055, 0.53, 0.623, 0.519]",FM,2.0016888,2.0,-2.276622508916666,-2.3205258279999996,0.04390331908333378,0.24889340537500004,0.0,NaN,93.76817320196758,92.19085476622914,1.682146918167059,True,NaN,NaN,NaN,NaN,NaN
109,mp-1096944,CsNbO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-36.69242533,-7.338485066,-36.692356,"(4.170919, 4.170919, 4.170919)","(90.0, 90.0, 90.0)","[-0.0, -0.001, 0.001, 0.0, 0.0]",NM,"[-0.0, -0.0, 0.0, 0.0, 0.0]",NM,0.0013028,0.0001,-2.591744302336207,-2.6138638335999986,0.022119531263791625,0.25199686275000044,1.2863000000000002,1.2789000000000001,72.55966476353424,72.55966476353424,0.0,True,2.0843,2.45047295,3.3632,Indirect,R-gamma
110,mp-1185552,CsTaO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-39.43777605,-7.8875552099999995,-39.407348,"(4.144158, 4.144158, 4.144158)","(90.0, 90.0, 90.0)","[0.0, 0.0, -0.0, -0.0, -0.0]",NM,"[-0.0, -0.0, 0.0, 0.0, 0.0]",NM,0.0001853,0.0,-2.789519998336206,-2.813884257599999,0.02436425926379293,0.25341476204545543,1.8586,1.8627999999999996,71.1719581712204,71.1719581712204,0.0,True,2.3851,2.74515255,4.2479,Direct,gamma-gamma
111,mp-1016833,CaRhO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-31.3311854,-6.26623708,-31.359155,"(3.954209, 3.954209, 3.954209)","(90.0, 90.0, 90.0)","[0.007, 0.821, 0.031, 0.08, 0.274]",FM,"[0.007, 0.878, 0.037, 0.088, 0.258]",FM,1.3184123,1.3776,-1.851243339749999,-1.8981511634000001,0.046907823650001124,0.25708098000000046,0.0,NaN,61.82709777288515,60.46912786656684,2.1963992411655138,True,NaN,NaN,NaN,NaN,NaN
112,mp-975322,RbFeO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5, 0.6, 0.6, 0.6]",-5,0.2,True,"[0, 5.3, 0]",-25.79997393,-5.159994786,-25.482006,"(4.045439, 4.045439, 4.045439)","(90.0, 90.0, 90.0)","[0.008, 4.017, 0.272, 0.421, 0.487]",FM,"[-0.003, 3.988, -0.071, -0.049, 0.027]",FM,5.4673062,3.9249,-1.2692292822499993,-1.269711662999999,0.00048238074999962244,0.25794452600000195,0.0,NaN,66.20594225067894,64.31844992369547,2.8509409621220523,True,NaN,NaN,NaN,NaN,NaN
113,mp-976968,NaPdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-23.14530879,-4.629061758000001,-23.327351,"(3.991149, 3.991149, 3.991149)","(90.0, 90.0, 90.0)","[0.0, 0.518, 0.086, 0.271, 0.729]",FM,"[0.0, 0.523, 0.092, 0.257, 0.686]",FM,1.8314709,1.8012,-0.7839204877500002,-0.8240532509999994,0.04013276324999915,0.26044224124999804,0.0,NaN,63.576091389022885,62.02730795445683,2.436109865718277,True,NaN,NaN,NaN,NaN,NaN
114,mp-1184945,KYO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-31.7175419,-6.34350838,-31.778416,"(4.497543, 4.497543, 4.497543)","(90.0, 90.0, 90.0)","[0.004, 0.06, -0.562, -0.613, -0.504]",FM,"[-0.004, -0.037, 0.539, 0.636, 0.507]",FM,1.998478,2.0,-2.2808143780166668,-2.3255516685999993,0.044737290583332534,0.26319552458333373,0.0,NaN,90.97581873262898,89.87528405937205,1.2097002132965888,True,NaN,NaN,NaN,NaN,NaN
115,mp-1187146,SrAuO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-24.852686,-4.9705372,-24.929023,"(4.13584, 4.13584, 4.13584)","(90.0, 90.0, 90.0)","[0.0, -0.0, -0.0, -0.0, -0.0]",NM,"[-0.0, 0.006, 0.0, 0.001, 0.023]",NM,0.0002982,0.036,-1.4304653600833332,-1.4775118800000002,0.04704651991666697,0.2717218329999982,0.0,NaN,70.7442566555607,69.96669704278166,1.099113411516672,True,NaN,NaN,NaN,NaN,NaN
116,mp-971975,SrHgO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.2,,,-21.56341712,-4.312683424,-21.374958,"(4.236171, 4.236171, 4.236171)","(90.0, 90.0, 90.0)","[0.0, -0.0, -0.0, -0.0, -0.0]",NM,"[0.0, 0.0, -0.0, -0.0, -0.0]",NM,0.00103,0.0,-1.3666620880833336,-1.3731931670000002,0.0065310789166665995,0.27331328774999974,0.0,NaN,76.01870174364761,75.71195074188853,0.40352044263202,True,NaN,NaN,NaN,NaN,NaN
117,mp-1184948,KMnO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 5.0, 0.6, 0.6, 0.6]",-5,0.05,True,"[0, 3.9, 0]",-28.79585381,-5.759170762,-28.486514,"(3.956178, 3.956178, 3.956178)","(90.0, 90.0, 90.0)","[0.004, 3.607, -0.307, -0.448, -0.686]",FiM,"[0.001, 3.146, -0.045, 0.051, 0.128]",FM,1.9945617,3.4053,-1.4935204274730354,-1.4878648381999995,-0.005655589273035888,0.27868774775000027,0.0,NaN,61.91950425785535,59.05831395851692,4.620822362245335,True,NaN,NaN,NaN,NaN,NaN
118,mp-1017446,HfCdO3,Accurate,Fast,2,4,100,2,0.00025,99,3,520,"[0.6, 0.6, 0.6, 0.6, 0.6]",-5,0.05,,,-37.05014564,-7.410029128,-36.848706,"(4.098109, 4.098109, 4.098109)","(90.0, 90.0, 90.0)","[0.0, -0.0, -0.0, -0.001, -0.001]",NM,"[0.0, -0.0, 0.0, 0.0, -0.0]",NM,0.0016786,-0.0,-2.6899523367499993,-2.6983236969999993,0.00837136024999996,0.2803344825000025,0.0,NaN,68.82568084657431,68.82568084657431,0.0,True,NaN,NaN,NaN,NaN,NaN
